"","POVI","Date","HR","Tb_predict","Tb_obs"
"3645","POVI_30","2019-02-12",7,33.8,32.5
"3646","POVI_30","2019-02-12",8,39.9,34
"3647","POVI_30","2019-02-12",9,38.6,35
"3648","POVI_30","2019-02-12",10,39.5,35.5
"3649","POVI_30","2019-02-12",11,39.9,36.5
"3650","POVI_30","2019-02-12",12,40.4,37
"3651","POVI_30","2019-02-12",13,40.9,37
"3652","POVI_30","2019-02-12",14,41.4,37.5
"3653","POVI_30","2019-02-12",15,42.4,38
"3654","POVI_30","2019-02-12",16,42.6,40.5
"3655","POVI_30","2019-02-12",17,41.3,40
"3656","POVI_30","2019-02-12",18,38.6,38
"3657","POVI_30","2019-02-12",19,36.8,35
"3658","POVI_30","2019-02-12",20,33.3,32.5
"3659","POVI_30","2019-02-12",21,30.5,29.5
"3660","POVI_30","2019-02-12",22,29.5,27.5
"3661","POVI_30","2019-02-12",23,29.7,26.5
"3662","POVI_30","2019-02-13",0,29.1,27
"3663","POVI_30","2019-02-13",1,32.6,27.5
"3664","POVI_30","2019-02-13",2,33.7,30
"3665","POVI_30","2019-02-13",3,33.1,30.5
"3666","POVI_30","2019-02-13",4,32.2,30
"3667","POVI_30","2019-02-13",5,28.7,27.5
"3668","POVI_30","2019-02-13",6,27.2,25
"3669","POVI_30","2019-02-13",7,27.9,25
"3670","POVI_30","2019-02-13",8,30.1,27.5
"3671","POVI_30","2019-02-13",9,33.6,31
"3672","POVI_30","2019-02-13",10,37,35
"3673","POVI_30","2019-02-13",11,35,32
"3674","POVI_30","2019-02-13",12,36.3,34
"3675","POVI_30","2019-02-13",13,38.9,34
"3676","POVI_30","2019-02-13",14,42.3,35.5
"3677","POVI_30","2019-02-13",15,37.5,35.5
"3678","POVI_30","2019-02-13",16,37.9,34.5
"3679","POVI_30","2019-02-13",17,38.2,35
"3680","POVI_30","2019-02-13",18,32.1,32.5
"3681","POVI_30","2019-02-13",19,28.8,28
"3682","POVI_30","2019-02-13",20,27.3,25.5
"3683","POVI_30","2019-02-13",21,25.5,23.5
"3684","POVI_30","2019-02-13",22,24.2,22
"3685","POVI_30","2019-02-13",23,23.1,21
"3686","POVI_30","2019-02-14",0,22.2,20
"3687","POVI_30","2019-02-14",1,21.6,19.5
"3688","POVI_30","2019-02-14",2,20.7,19
"3689","POVI_30","2019-02-14",3,19.3,17.5
"3690","POVI_30","2019-02-14",4,17.8,16.5
"3691","POVI_30","2019-02-14",5,17,15.5
"3692","POVI_30","2019-02-14",6,21.9,15
"3693","POVI_30","2019-02-14",7,27.6,20.5
"3694","POVI_30","2019-02-14",8,28.7,25
